Código ,Designación de la mercancía,Grav.,Selectivo Ad Valorem,Selectivo Específico,ITBIS*
," - Filetes congelados, de pescados de las familias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae y Muraenolepididae:",,,,
0304.71.00," - - Bacalaos (Gadus Morhua, Gadus ogac, Gadus Macrocephalus)",20,,,18
0304.72.00, - - Eglefinos (Melanogrammus aeglefinus),20,,,18
0304.73.00, - - Carboneros (Pollachius virens),20,,,18
0304.74.00," - - Merluzas (Merluccius spp., Urophycis spp.)",20,,,18
0304.75.00, - - Abadejos de Alaska (Theragra chalcogramma),20,,,18
0304.79.00, - - Los demás,20,,,18
, - Filetes congelados de los demás pescados:,,,,
0304.81.00," - - Salmones del Pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus), salmones del Atlántico (Salmo Salar) y salmones del Danubio (Hucho hucho)",20,,,18
0304.82.00," - - Truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache y Oncorhynchus chrysogaster)",20,,,18
0304.83.00," - - Pescados planos (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae y Citharidae)",20,,,18
0304.84.00, - - Pez espada (Xiphia gladius),20,,,18
0304.85.00," - - Austromerluzas antárticas y austromerluzas negras (merluzas negras, bacalaos de profunidad, nototenias negras)* (Dissostichus spp.)",20,,,18
0304.86.00," - - Arenques (Clupea harengus, Clupea pallasii)",20,,,18
0304.87.00," - - Atunes (del género Thunnus), listados (bonitos  de vientre rayado) (Katsuwonus pelamis)",20,,,18
0304.88.00, - - Cazones y demás escualos y rayas (Rajidae) ,20,,,18
0304.89.00, - - Los demás,20,,,18
," - Los demás, congelados:",,,,
0304.91.00, - - Peces espada (Xiphia gladius),20,,,18
0304.92.00," - - Austromerluzas antárticas y austromerluzas negras (merluzas negras, bacalaos de profundidad, nototenias negras)* (Dissostichus spp.)",20,,,18
0304.93.00," - - Tilapias (Oreochromis spp.), bagres o peces gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anguilas (Anguilla spp.), percas del Nilo (Lates niloticus) y peces cabeza de serpiente (Channa spp.)",20,,,18
0304.94.00, - - Abadejo de Alaska (Theragra chalcogramma),20,,,18
0304.95.00," - - Pescados de las familias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae y Muraenolepididae, excepto los abadejos de Alaska (Theragra chalcogramma)",20,,,18
0304.96.00, - - Cazones y demás escualos,20,,,18
0304.97.00, - - Rayas (Rajidae),20,,,18
0304.99.00, - - Los demás,20,,,18
03.05,"Pescado seco, salado o en salmuera; pescado ahumado, incluso cocido antes o durante el ahumado.",,,,
0305.20.00," - Hígados, huevas y lechas, de pescado, secos, ahumados, salados o en salmuera",14,,,18
," - Filetes de pescado, secos, salados o en salmuera, sin ahumar: ",,,,
0305.31.00," - - Tilapias (Oreochromis spp.), bagres o peces gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus Carpio, Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus, hoeveni, Megalobrama spp),anguilas (Angilla spp.), percas del Nilo (Lates niloticus) y peces cabeza de serpiente (Channa spp.)",20,,,18
0305.32.00," - - Pescados de la familia Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae y Muraenolepididae",20,,,18
0305.39.00, - - Los demás,20,,,18
," - Pescado ahumados, incluidos los filetes, excepto los despojos comestibles de pescado:",,,,
0305.41.00," - - Salmones del Pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta,  Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou, Oncorhynchus rhodurus), salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho)",20,,,18
0305.42," - - Arenques (Clupea harengus, Clupea pallasii):",,,,
0305.42.10," - - - Entero, con espina, seco, ahumado, incluso con sus huevas ",0,,,0
0305.42.20, - - - Filetes ,20,,,18
0305.42.90, - - - Los demás,20,,,18
0305.43.00," - - Truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache y Oncorhynchus chrysogaster)",20,,,18
0305.44.00," - - Tilapias (Oreochromis spp.), bagres o peces gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus spp, Carassius spp, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anguilas (Anguilla spp.), percas del Nilo (Lates niloticus) y peces cabeza de serpiente (Channa spp.)",20,,,18
0305.49.00, - - Los demás,20,,,18
," - Pescados seco, incluso salado, sin ahumar, excepto los despojos comestibles:",,,,
0305.51.00," - - Bacalaos (Gadus morhua, Gardus ogac, Gadus macrocephalus)",0,,,0
0305.52.00," - - Tilapias (Oreochromis spp.), bagres o peces gato (Pangasius spp. Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus spp, Carassius spp, Ctenopharyngodon idellus, Hypophthalmichthys spp, Cirrhinus spp, Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anguilas (Anguilla spp.), percas del Nilo (Lates niloticus) y peces cabeza de serpiente (Channa spp.)",20,,,18
0305.53.00," - - Pescado de las familias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae y Muraenolepididae, excepto los bacalaos (Gadus morhua, Gadus ogac, Gadus macrocephalus)",20,,,18
0305.54.00," - - Arenques (Clupea harengus, Clupea pallasii), anchoas (Engraulis spp.), sardinas (Sardina pilchardus, Sardinops spp.), sardinelas (Sardinella spp.) espadines (Sprattus sprattus), caballas (Scomber scombrus, Scomber australasicus, Scomber japonicus), caballas de la India (Rastrelliger spp.), carites (Scomberomorus spp.), jureles (Trachurus spp.), pámpanos (Caranx spp.) cobias (Rachycentron canadum), palometones plateados (Pampus spp.), papardas del Pacífico (Cololabis saira), macarelas (Decapterus spp.), capelabes (Mallotus villosus), peces espada (Xiphias gladius), bacoretas orientales (Euthynnus affinis), bonitos (Sarda spp.), agujas, marlines, peces vela o picudos (Istiophoridae) ",8,,,18
0305.59.00, - - Los demás,20,,,18
," -  Pescado salado sin secar ni ahumar y pescado en salmuera, excepto los despojos comestibles:  ",,,,
0305.61.00," - - Arenques (Clupea harengus, Clupea pallasii)",0,,,18
0305.62.00," - - Bacalaos (Gadus morhua, Gadus ogac, Gadus macrocephalus)",8,,,18
0305.63.00, - - Anchoas (Engraulis spp.),20,,,18
0305.64.00," - - Tilapias (Oreochromis spp.), bagres o peces gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anguilas (Angilla spp.), percas del Nilo (Lates niloticus), y peces cabeza de serpiente (Channa spp.)",20,,,18
0305.69.00, - - Los demás,20,,,18
," - Aletas, cabeza, colas, vejigas natatorias y demás despojos comestibles de pescado:",,,,
0305.71.00, - - Aletas de tiburón,20,,,18
0305.72.00," - - Cabezas, colas y vejigas natatorias, de pescado",20,,,18
0305.79.00, - - Los demás,20,,,18
03.06,"Crustáceos, incluso pelados, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera; crustáceos ahumados, incluso pelados, incluso  cocidos antes o durante el ahumado; crustáceos sin pelar, cocidos en agua o vapor, incluso refrigerados, congelados, secos, salados o en salmuera.",,,,
, - Congelados:,,,,
0306.11.00," - - Langostas (Palinurus spp., Panulirus spp., Jasus spp.)",20,,,18
0306.12.00, - - Bogavantes (Homarus spp.),20,,,18
0306.14.00, - - Cangrejos (excepto macruros),20,,,18
0306.15.00, - - Cigalas (Nephrops norvegicus),20,,,18
0306.16.00," - - Camarones, langostinos y demás decápodos Natantia, de aguas fría (Pandalus spp., Crangon crangon)",20,,,18
0306.17.00," - - Los demás camarones, langostinos y otros decápodos Natantia",20,,,18
0306.19, - - Los demás:,,,,
0306.19.10," - - - Camarones de rio (Astacus spp., Cambarus)",20,,,18
0306.19.90, - - - Los demás,20,,,18
," - Vivos, frescos o refrigerados:",,,,
0306.31," - - Langostas (Palinurus spp., Panulirus spp., Jasus spp.):",,,,
0306.31.10," - - - Vivas, para reproducción o cría industrial ",0,,,18
0306.31.90, - - - Las demás ,20,,,18
0306.32, - - Bogavantes (Homarus spp.):,,,,
0306.32.10," - - - Vivos, para reproducción o cría industrial ",0,,,18
0306.32.90, - - - Los demás ,20,,,18
0306.33, - - Cangrejos (excepto macruros):,,,,
0306.33.10," - - - Vivos, para reproducción o cría industrial ",0,,,18
0306.33.90, - - - Los demás ,20,,,18
0306.34.00, - - Cigalas (Nephrops norvegicus),20,,,18
0306.35.00," - - Camarones, langostinos y demás decápodos Natantia, de agua fría (Pandalus spp., Crangon crangon)",20,,,18
0306.36, - - Los demás camarones y langostinos y demás decápodos Natantia:,,,,
0306.36.10, - - - Para reproducción o cría industrial ,0,,,18
0306.36.90, - - - Los demás ,20,,,18
0306.39, - - Los demás:,,,,
0306.39.10, - - - Para reproducción o cría industrial ,0,,,18
, - - - Los demás:,,,,
0306.39.91," - - - - Camarones de río (Astacus spp., Cambarus)",20,,,18
0306.39.99, - - - - Los demás,20,,,18
, - Los demás:,,,,
0306.91.00," - - Langostas (Palinurus spp., Panulirus spp., Jasus spp.)",20,,,18
0306.92.00, - - Bogavantes (Homarus spp.),20,,,18
0306.93.00, - - Cangrejos (excepto macruros),20,,,18
0306.94.00, - - Cigalas (Nephrops norvegicus),20,,,18
0306.95.00," - - Camarones, langostinos y demás decápodos Natantia ",20,,,18
0306.99.00, - - Los demás,20,,,18
03.07,"Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera; moluscos ahumados, incluso pelados, incluso cocidos antes o durante el ahumado.",,,,
, - Ostras:,,,,
0307.11.00," - - Vivas, frescas o refrigeradas",20,,,18
0307.12.00, - - Congeladas,20,,,18
0307.19.00, - - Las demás,20,,,18
," - Vieiras, volandeiras y demás moluscos de la familia Pectinidae:",,,,
0307.21.00," - - Vivos, frescos o refrigerados",20,,,18
0307.22.00, - - Congelados,20,,,18
0307.29.00, - - los demás,20,,,18
," - Mejillones (Mytilus spp., Perna spp.):",,,,
0307.31.00," - - Vivos, frescos o refrigerados",20,,,18
0307.32.00, - - Congelados,20,,,18
0307.39.00, - - Los demás,20,,,18
, - Jibias (sepias)* y globitos; calamares y potas:,,,,
0307.42.00," - - Vivos, frescos o refrigerados",20,,,18
0307.43.00, - - Congelados,20,,,18
0307.49.00, - - Los demás,20,,,18
, - Pulpos (Octopus spp.):,,,,
0307.51.00," - - Vivos, frescos o refrigerados",20,,,18
0307.52.00, - - Congelados,20,,,18
0307.59.00, - - Los demás,20,,,18
0307.60.00," - Caracoles, excepto los de mar",20,,,18
," - Almejas, berberechos y arcas (familias Arcidae, Arcticidae, Cardiidae Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae y Veneridae):",,,,
0307.71.00," - - Vivos, frescos o refrigerados",20,,,18
0307.72.00, - - Congelados,20,,,18
0307.79.00, - - Los demás,20,,,18
, - Abulones u orejas de mar (Haliotis spp.) y cobos (caracoles de mar) (Strombus spp.):,,,,
0307.81.00," - - Abulones u orejas de mar (Haliotis spp.), vivos, frescos o refrigerados",20,,,18
0307.82.00," - - Cobos (caracoles de mar) (Strombus spp.), vivos, frescos o refrigerados",20,,,18
0307.83.00," - - Abulones u orejas de mar (Haliotis spp.), congelados",20,,,18
0307.84.00," - - Cobos (caracoles de mar) (Strombus spp.), congelados",20,,,18
0307.87.00, - - Los demás abulones u orejas de mar (Halitosis spp.),20,,,18
0307.88.00, - - Los demás cobos (caracoles de mar) (Strombus spp.),20,,,18
, - Los demás:,,,,
0307.91.00," - - Vivos, frescos o refrigerados",20,,,18
0307.92.00, - - Congelados,20,,,18
0307.99.00, - - Los demás,0,,,18
03.08,"Invertebrados acuáticos, excepto los crustáceos y moluscos, vivos y frescos, refrigerados, congelados, secos, salados o en salmuera; invertebrados acuáticos ahumados, excepto los crustáceos y moluscos, incluso cocidos antes o durante el ahumado.",,,,
," - Pepinos de mar (Stichopus japonicus, Holothuroidea):",,,,
0308.11.00," - - Vivos, frescos o refrigerados",20,,,18
0308.12.00, - - Congelados,20,,,18
0308.19.00, - - Los demás,20,,,18
," - Erizos de mar (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus):",,,,
0308.21.00," - - Vivos, frescos o refrigerados",20,,,18
0308.22.00, - - Congelados,20,,,18
0308.29.00, - - Los demás,20,,,18
0308.30.00, - Medusas (Rhopilema spp.),20,,,18
0308.90.00, - Los demás,20,,,18
03.09,"Harina, polvo y «pellets» de pescado, crustáceos, moluscos y demás invertebrados acuáticos, aptos para la alimentación humana.",,,,
0309.10.00, -  De pescado,14,,,18
0309.90, - Los demás:,,,,
0309.90.11," - - Harina, polvo y «pellets» de crustáceos de las subpartidas 0306.39 y 0306.99 y moluscos de la subpartida 0307.99",0,,,18
0309.90.19, - - Los demás,20,,,18
04.01,"Leche y nata (crema), sin concentrar, sin adición de azúcar ni otro edulcorante.",,,,
0401.10.00, - Con un contenido de materias grasas inferior o igual al  1 % en peso ,20,,,0
0401.20.00," - Con un contenido de materias grasas superior al 1 % pero inferior o igual al 6 %, en peso",20,,,0
0401.40.00," - Con un contenido de materias grasas superior al 6 % pero inferior o igual al 10 %, en peso",20,,,0
0401.50.00, - Con un contenido de materias grasas superior al 10 % en peso,20,,,0
04.02,"Leche y nata (crema), concentradas o con adición de azúcar u otro edulcorante.",,,,
0402.10," - En polvo, gránulos o demás formas sólidas, con un contenido  de materias grasas inferior   o igual al  1,5 %, en peso:",,,,
0402.10.10," - - Acondicionados para la venta al por menor en envases inmediatos de contenido neto  inferior  o igual a 2,5 kg ",20,,,0
0402.10.90, - - Las demás,20,,,0
," - En polvo, gránulos o demás formas sólidas, con un contenido de materias grasas superior al 1,5 %, en peso:",,,,
0402.21, - - Sin adición de azúcar ni otro edulcorante:,,,,
0402.21.10," - - - Acondicionados para la venta al por menor en envases  inmediatos de contenido neto inferior o igual a 2,5 kg",20,,,0
0402.21.90, - - - Las demás,20,,,0
0402.29, - - Las demás:,,,,
0402.29.10," - - - Acondicionados para la venta al por menor en envases  inmediatos de contenido neto  inferior o igual a 2,5 kg   ",20,,,18
0402.29.90, - - - Las demás   ,20,,,18
, - Las demás:,,,,
0402.91, - - Sin adición de azúcar ni otro edulcorante:,,,,
0402.91.10, - - - Evaporada,20,,,0
0402.91.20, - - - Nata (crema),20,,,18
0402.91.90, - - - Las demás,20,,,18
0402.99, - - Las demás:,,,,
0402.99.10, - - - Condensada,20,,,18
0402.99.90, - - - Las demás,20,,,18
04.03,"Yogur; Suero de mantequilla (de manteca)*, leche y nata (crema) cuajadas, kefir y demás leches y natas (cremas), fermentadas o acidificadas, incluso concentrados o con adición de azúcar u otro edulcorante, aromatizados o con frutas u otros frutos o cacao. ",,,,
0403.20.00, - Yogur,20,,,16
0403.90.00, - Los demás  ,20,,,16
04.04,"Lactosuero, incluso concentrado o con adición de azúcar u otro edulcorante; productos constituidos por los componentes naturales de la leche, incluso con adición de azúcar u otro edulcorante, no expresados ni comprendidos en otra parte. ",,,,
0404.10.00," - Lactosuero, aunque esté modificado, incluso concentrado o con adición de azúcar u otro  edulcorante",0,,,18
0404.90.00, - Los demás,14,,,18
04.05,Mantequilla (manteca)*  y demás materias grasas de la leche; pastas lácteas para untar.,,,,
0405.10.00, - Mantequilla (manteca)*,20,,,16
0405.20.00, - Pastas lácteas para untar  ,20,,,18
0405.90, - Las demás:,,,,
0405.90.10," - - Mantequilla (manteca)* deshidratada, y «ghee» ",20,,,18
0405.90.90, - - Las demás  ,14,,,18
04.06,Quesos y requesón.,,,,
0406.10          ," - Queso fresco (sin madurar), incluido el del lactosuero, y requesón:",,,,
0406.10.10        ," - - Mozzarella, excepto rallado o en polvo",20,,,0
, - - Los demás quesos frescos:,,,,
0406.10.91, - - - De hoja,20,,,0
0406.10.92, - - - De freir,20,,,0
0406.10.93, - - - Requesón («Ricotta»),20,,,0
0406.10.94, - - - Crema,20,,,0
0406.10.99, - - - Los demás,20,,,0
0406.20.00," - Queso de cualquier tipo, rallado o en polvo         ",20,,,18
0406.30.00," - Queso fundido, excepto el rallado o en polvo  ",20,,,18
0406.40.00, - Queso de pasta azul y demás quesos que presenten  vetas producidas por Penicillium roqueforti,20,,,18
0406.90, - Los demás quesos:,,,,
0406.90.10, - - Queso de pasta blanda,20,,,18
0406.90.20         , - - Queso Cheddar,20,,,18
0406.90.90, - - Los demás  ,20,,,18
04.07,"Huevos de ave con cáscara (cascarón), frescos, conservados o cocidos.",,,,
, - Huevos fecundados para incubación:,,,,
0407.11.00, - - De gallina de la especie Gallus domesticus,0,,,0
0407.19.00, - - Los demás,0,,,0
, - Los demás huevos frescos:,,,,
0407.21.00, - - De gallina de la especie Gallus domesticus,20,,,0
0407.29.00, - - Los demás,20,,,0
0407.90.00, - Los demás,20,,,0
04.08,"Huevos de ave sin cáscara (cascarón) y yemas de huevo, frescos, secos, cocidos en agua o vapor, moldeados, congelados o conservados de otro modo, incluso con adición de azúcar u otro edulcorante. ",,,,
, - Yemas de huevo:,,,,
0408.11.00, - - Secas   ,8,,,18
0408.19.00, - - Las demás   ,8,,,18
, - Los demás:,,,,
0408.91.00, - - Secos   ,8,,,18
0408.99.00, - - Los demás   ,8,,,18
0409.00,Miel natural.,,,,
0409.00.11, - Orgánica,20,,,0
0409.00.19, - Las demás,20,,,0
04.10,"Insectos y demás productos comestibles de origen animal, no expresados ni comprendidos en otra parte.",,,,
0410.10.00, - Insectos,20,,,18
0410.90.00, - Los demás,20,,,18
0501.00.00,"Cabello en bruto, incluso lavado o desgrasado; desperdicios de cabello",0,,,18
05.02,Cerdas de cerdo o de jabalí; pelo de tejón y demás pelos para cepillería; desperdicios de dichas cerdas o pelos.,,,,
0502.10.00, - Cerdas de cerdo o de jabalí y  sus desperdicios,0,,,18
0502.90.00, - Los demás,0,,,18
[05.03],,,,,
0504.00,"Tripas, vejigas, estómagos de animales, excepto los de pescado, enteros o en trozos, frescos, refrigerados, congelados, salados o en salmuera, secos o ahumados.",,,,
