revision,effective_date,policy_effective_date,tpc_date,policy_event,tpc_policy_revision,needs_review,policy_family,usitc_archive_page_url,modification_source_titles,modification_source_citations,federal_register_or_source_links,source_commentary
2025_rev_18,2025-08-07,NA,2025-10-17,IEEPA Phase 2 reciprocal; Brazil EO (+40%); Phase 1 unsuspended,NA,NA,ieepa_brazil_and_ieepa_reciprocal_and_other_hts_policy,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list?page=1,To Take Certain Actions Under the United States Mexico-Canada Agreement Implementation Act and for Other Purposes | Addressing Threats to the United States by the Government of Brazil | Further Modifying the Reciprocal Tariff Rates,85 Fed. Reg. 39821 | 90 Fed. Reg. 37739 | 90 Fed. Reg. 37963,https://www.federalregister.gov/documents/2020/07/01/2020-14448/to-take-certain-actions-under-the-united-states--mexico-canada-agreement-implementation-act-and-for | https://www.federalregister.gov/documents/2025/08/05/2025-14896/addressing-threats-to-the-united-states-by-the-government-of-brazil | https://www.federalregister.gov/documents/2025/08/06/2025-15010/further-modifying-the-reciprocal-tariff-rates,"REVIEW: Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2025_rev_19,2025-08-12,2025-08-18,NA,232 derivative inclusions (eff. Aug 18),NA,NA,other_hts_policy,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list,Adoption and Procedures of the Section 232 Steel and Aluminum Tariff Inclusions Process,90 Fed. Reg. 40326,https://www.federalregister.gov/documents/2025/08/19/2025-15819/adoption-and-procedures-of-the-section-232-steel-and-aluminum-tariff-inclusions-process,"Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2025_rev_20,2025-08-20,2025-08-27,NA,India EO second +25% (eff. Aug 27),NA,NA,ieepa_india_russian_oil,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list,"Notice of Implementation of Additional Duties on Products of India Pursuant to the President’s Executive Order 14329, Addressing Threats to the United States by the Government of the Russian Federation",90 Fed. Reg. 41837,https://www.federalregister.gov/documents/2025/08/27/2025-16419/notice-of-implementation-of-additional-duties-on-products-of-india-pursuant-to-the-presidents,"Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2025_rev_21,2025-08-28,2025-09-02,NA,"Notice of Implementation of the President’s Executive Order 14324, Suspending Duty-Free De Minimis Treatment For All Countries (90 Fed. Reg. 42418); Notice of Product Exclusion Extensions: China’s Acts, Policies, and Practices Related to Technology Transfer, Intellectual Property, and Innovation (90 Fed. Reg. 42500)",NA,NA,de_minimis_suspension_and_section_301_china_or_dst,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list,"Notice of Implementation of the President’s Executive Order 14324, Suspending Duty-Free De Minimis Treatment For All Countries | Notice of Product Exclusion Extensions: China’s Acts, Policies, and Practices Related to Technology Transfer, Intellectual Property, and Innovation",90 Fed. Reg. 42418 | 90 Fed. Reg. 42500,https://www.federalregister.gov/documents/2025/09/02/2025-16802/notice-of-implementation-of-the-presidents-executive-order-14324-suspending-duty-free-de-minimis | https://www.federalregister.gov/documents/2025/09/02/2025-16733/notice-of-product-exclusion-extensions-chinas-acts-policies-and-practices-related-to-technology,"REVIEW: Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2025_rev_22,2025-09-03,2025-09-08,NA,EO 14346 Annex II metals/gold amendment (eff. Sep 8),NA,NA,ieepa_reciprocal,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list,Modifying the Scope of Reciprocal Tariffs and Establishing Procedures for Implementing Trade and Security Agreements,90 Fed. Reg. 43737,https://www.federalregister.gov/documents/2025/09/10/2025-17507/modifying-the-scope-of-reciprocal-tariffs-and-establishing-procedures-for-implementing-trade-and,"Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2025_rev_23,2025-09-12,2025-09-16,NA,Japan floor (15%; implementation eff. Sep 16),NA,NA,country_deal_japan_and_other_hts_policy,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list,Adoption and Procedures of the Section 232 Steel and Aluminum Tariff Inclusions Process | Implementing Certain Tariff-Related Elements of the United States-Japan Agreement,90 Fed. Reg. 40326 | 90 Fed. Reg. 44638,https://www.federalregister.gov/documents/2025/08/19/2025-15819/adoption-and-procedures-of-the-section-232-steel-and-aluminum-tariff-inclusions-process | https://www.federalregister.gov/documents/2025/09/16/2025-17908/implementing-certain-tariff-related-elements-of-the-united-states-japan-agreement,"Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2025_rev_24,2025-09-19,2025-09-25,NA,EU exemption entries (9903.02.74-77; legally retroactive to Sep 1; text published Sep 25 - retro window not modeled),NA,NA,country_deal_japan_and_ieepa_reciprocal,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list,"Implementing Certain Tariff-Related Elements of the U.S.-EU Framework on an Agreement on Reciprocal, Fair, and Balanced Trade | Implementing Certain Tariff-Related Elements of the United States-Japan Agreement",90 Fed. Reg. 46136 | 90 Fed. Reg. 44638,https://www.federalregister.gov/documents/2025/09/25/2025-18660/implementing-certain-tariff-related-elements-of-the-us-eu-framework-on-an-agreement-on-reciprocal | https://www.federalregister.gov/documents/2025/09/16/2025-17908/implementing-certain-tariff-related-elements-of-the-united-states-japan-agreement,"REVIEW: Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2025_rev_25,2025-09-26,2025-10-14,NA,232 wood/timber (PP 10976; 9903.76 eff. Oct 14),NA,NA,ieepa_reciprocal_and_section_232_timber_lumber,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list,"Adjusting Imports of Timber, Lumber, and Their Derivative Products Into the United States | Further Modifying the Reciprocal Tariff Rates",90 Fed. Reg. 48127 | 90 Fed. Reg. 37963,https://www.federalregister.gov/documents/2025/10/06/2025-19482/adjusting-imports-of-timber-lumber-and-their-derivative-products-into-the-united-states | https://www.federalregister.gov/documents/2025/08/06/2025-15010/further-modifying-the-reciprocal-tariff-rates,"Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2025_rev_26,2025-10-06,2025-11-01,NA,MHD vehicles/buses 232 (eff. Nov 1); copper 232; 232 auto entries,NA,NA,section_232_mhdv,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list,"Adjusting Imports of Medium- and Heavy-Duty Vehicles, Medium- and Heavy-Duty Vehicle Parts, and Buses Into the United States",90 Fed. Reg. 48451,https://www.federalregister.gov/documents/2025/10/22/2025-19639/adjusting-imports-of-medium--and-heavy-duty-vehicles-medium--and-heavy-duty-vehicle-parts-and-buses,"Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2025_rev_27,2025-10-15,2025-11-09,NA,301 cranes (100%; eff. Nov 9); China fentanyl: 20% -> 10% (eff. Nov 10),NA,NA,ieepa_fentanyl_and_section_301_china_or_dst,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list,"Notice of Modification and Proposed Modification of Section 301 Action: China's Targeting of the Maritime, Logistics, and Shipbuilding Sectors for Dominance | Modifying Duties Addressing the Synthetic Opioid Supply Chain in the People's Republic of China",90 Fed. Reg. 48320 | 90 Fed. Reg. 50725,https://www.federalregister.gov/documents/2025/10/16/2025-19568/notice-of-modification-and-proposed-modification-of-section-301-action-chinas-targeting-of-the | https://www.federalregister.gov/documents/2025/11/07/2025-19825/modifying-duties-addressing-the-synthetic-opioid-supply-chain-in-the-peoples-republic-of-china,"Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2025_rev_28,2025-10-22,2025-11-10,NA,China-deal follow-through (eff. Nov 10),NA,NA,section_301_china_or_dst,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list,"Notice of Modification of Section 301 Action: China's Targeting of the Maritime, Logistics, and Shipbuilding Sectors for Dominance",90 Fed. Reg. 50947,https://www.federalregister.gov/documents/2025/11/13/2025-19873/notice-of-modification-of-section-301-action-chinas-targeting-of-the-maritime-logistics-and,"Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2025_rev_29,2025-10-31,2025-11-13,NA,Agricultural Annex II expansion (eff. Nov 13); note 2(v)(iii) restructured into (iii)(a)/(b),NA,NA,ieepa_reciprocal,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list,Modifying the Scope of the Reciprocal Tariffs With Respect to Certain Agricultural Products,90 Fed. Reg. 54091,https://www.federalregister.gov/documents/2025/11/25/2025-21203/modifying-the-scope-of-the-reciprocal-tariffs-with-respect-to-certain-agricultural-products,"Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2025_rev_30,2025-11-05,2025-11-21,NA,Nov-13 EO follow-through corrections (published Nov 21),NA,NA,ieepa_brazil_and_section_232_autos,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list,"Procedures To Administer Import Adjustment Offset Amounts for Certain Imports of Automobile Parts Under Proclamation 10908, as Amended | Modifying the Scope of Tariffs on the Government of Brazil",90 Fed. Reg. 25027 | 90 Fed. Reg. 54467,https://www.federalregister.gov/documents/2025/06/13/2025-10740/procedures-to-administer-import-adjustment-offset-amounts-for-certain-imports-of-automobile-parts | https://www.federalregister.gov/documents/2025/11/26/2025-21417/modifying-the-scope-of-tariffs-on-the-government-of-brazil,"Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2025_rev_31,2025-11-12,2025-11-30,NA,"Notice of Product Exclusion Extensions: China’s Acts, Policies, and Practices Related to Technology Transfer, Intellectual Property, and Innovation (90 Fed. Reg. 55232)",NA,NA,section_301_china_or_dst,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list,"Notice of Product Exclusion Extensions: China’s Acts, Policies, and Practices Related to Technology Transfer, Intellectual Property, and Innovation",90 Fed. Reg. 55232,https://www.federalregister.gov/documents/2025/12/01/2025-21671/notice-of-product-exclusion-extensions-chinas-acts-policies-and-practices-related-to-technology,"REVIEW: Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2025_rev_32,2025-11-15,2025-12-05,2025-11-17,S. Korea floor (15%) and 232 auto S. Korea; legally retroactive to Nov 14; text published Dec 5 - retro window not modeled,NA,NA,country_deal_korea,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list,Implementing Certain Tariff-Related Elements of the U.S.-Korea Strategic Trade and Investment Deal,90 Fed. Reg. 55964,https://www.federalregister.gov/documents/2025/12/04/2025-21940/implementing-certain-tariff-related-elements-of-the-us-korea-strategic-trade-and-investment-deal,"REVIEW: Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2026_basic,2026-01-01,NA,NA,Switzerland/Liechtenstein floor (15%),NA,NA,agriculture_trq_and_ieepa_reciprocal_and_other_hts_policy_and_section_232_semiconductors_and_section_301_china_or_dst,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list,"Implementing Certain Tariff-Related Elements of the Framework for a United States-Switzerland-Liechtenstein Agreement on Fair, Balance, and Reciprocal Trade | Notice of Action: China’s Acts, Policies, and Practices Related to Targeting of the Semiconductor Industry for Dominance | Notice of Modification: China’s Acts, Policies and Practices Related to Technology Transfer, Intellectual Property and Innovation | Notice of Modification: China's Acts, Policies, and Practices Related to Technology Transfer, Intellectual Property, and Innovation | Notice of Implementation of Action: Nicaragua’s Acts, Policies, and Practices Related to Labor Rights, Human Rights and Fundamental Freedoms, and the Rule of Law | Modification of the Allocation of the WTO Tariff-Rate Quota Volumes for Beef | To Implement the United States-Israel Agreement on Trade in Agricultural Products and For Other Purposes",90 Fed. Reg. 59281 | 90 Fed. Reg. 60848 | 89 Fed. Reg. 76581 | 89 Fed. Reg. 101682 | 90 Fed. Reg. 60850 | 90 Fed. Reg. 61497 | 91 Fed. Reg. 889,https://www.federalregister.gov/documents/2025/12/18/2025-23316/implementing-certain-tariff-related-elements-of-the-framework-for-a-united | https://www.federalregister.gov/documents/2025/12/29/2025-23912/notice-of-action-chinas-acts-policies-and-practices-related-to-targeting-of-the-semiconductor | https://www.federalregister.gov/documents/2024/09/18/2024-21217/notice-of-modification-chinas-acts-policies-and-practices-related-to-technology-transfer | https://www.federalregister.gov/documents/2024/12/16/2024-29462/notice-of-modification-chinas-acts-policies-and-practices-related-to-technology-transfer | https://www.federalregister.gov/documents/2025/12/29/2025-23892/notice-of-implementation-of-action-nicaraguas-acts-policies-and-practices-related-to-labor-rights | https://www.federalregister.gov/documents/2025/12/31/2025-24120/modification-of-the-allocation-of-the-wto-tariff-rate-quota-volumes-for-beef | https://www.federalregister.gov/documents/2026/01/08/2026-00245/to-implement-the-united-states-israel-agreement-on-trade-in-agricultural-products-and-for-other,"Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2026_rev_1,2026-01-16,2026-01-15,NA,Semiconductor tariffs (25%; 9903.79; eff. Jan 15),NA,NA,section_232_semiconductors,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list,"Adjusting Imports of Semiconductors, Semiconductor Manufacturing Equipment, and Their Derivative Products Into the United States",91 Fed. Reg. 2443,https://www.federalregister.gov/documents/2026/01/20/2026-01052/adjusting-imports-of-semiconductors-semiconductor-manufacturing-equipment-and-their-derivative,"Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2026_rev_2,2026-01-30,2026-02-01,NA,"Changes approved by the Committee for Statistical Annotation of Tariff Schedules (formulated pursuant to section 484(f), Tariff Act of 1930, as amended) (484(f)); statistical changes eff. Feb 1",NA,NA,statistical_or_technical,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list,"Changes approved by the Committee for Statistical Annotation of Tariff Schedules under section 484(f), Tariff Act of 1930",484(f),https://www.usitc.gov/harmonized_tariff_information/484_f_committee,"REVIEW: Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2026_rev_3,2026-02-12,2026-02-07,NA,Ensuring Affordable Beef for the American Consumer (91 Fed. Reg. 7107; Argentina beef quota 9903.54 eff. Feb 7). Modifying Duties To Address Threats to the United States by the Government of the Russian Federation (91 Fed. Reg. 6501),NA,NA,agriculture_trq_and_other_hts_policy,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list,Ensuring Affordable Beef for the American Consumer | Modifying Duties To Address Threats to the United States by the Government of the Russian Federation,91 Fed. Reg. 7107 | 91 Fed. Reg. 6501,https://www.federalregister.gov/documents/2026/02/13/2026-03050/ensuring-affordable-beef-for-the-american-consumer | https://www.federalregister.gov/documents/2026/02/11/2026-02818/modifying-duties-to-address-threats-to-the-united-states-by-the-government-of-the-russian-federation,"Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2026_rev_4,2026-02-24,NA,NA,Imposing a Temporary Import Surcharge to Address Fundamental International Payments Problems (91 Fed. Reg. 9339). Continuing the Suspension of Duty-Free De Minimis Treatment for all Countries (91 Fed. Reg. 17839),NA,NA,de_minimis_suspension_and_section_122,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list,Imposing a Temporary Import Surcharge to Address Fundamental International Payments Problems | Continuing the Suspension of Duty-Free De Minimis Treatment for all Countries,91 Fed. Reg. 9339 | 91 Fed. Reg. 17839,https://www.federalregister.gov/documents/2026/02/25/2026-03824/imposing-a-temporary-import-surcharge-to-address-fundamental-international-payments-problems | https://www.federalregister.gov/documents/2026/04/09/R1-2026-03829/continuing-the-suspension-of-duty-free-de-minimis-treatment-for-all-countries,"Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2026_rev_5,2026-04-08,2026-04-06,NA,"Strengthening Actions Taken To Adjust Imports of Aluminum, Steel, and Copper Into the United States (91 Fed. Reg. 18201)",NA,NA,section_232_metals,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list,"Strengthening Actions Taken To Adjust Imports of Aluminum, Steel, and Copper Into the United States",91 Fed. Reg. 18201,https://www.federalregister.gov/documents/2026/04/09/2026-06960/strengthening-actions-taken-to-adjust-imports-of-aluminum-steel-and-copper-into-the-united-states,"REVIEW: Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text. USITC archive source is Section 232 metals overhaul. Separate pharmaceutical/API proclamation appears contemporaneous but is not listed as the Modification Source for this HTS revision in the archive page captured."
2026_rev_6,2026-04-23,2026-04-23,NA,Procedures for Submissions by Certain Steel and Aluminum Producers Committing to New U.S. Steel or Aluminum Production to Obtain Tariff Adjustments Under Proclamation 10984 (91 Fed. Reg. 21790),NA,NA,other_hts_policy,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list,Procedures for Submissions by Certain Steel and Aluminum Producers Committing to New U.S. Steel or Aluminum Production to Obtain Tariff Adjustments Under Proclamation 10984,91 Fed. Reg. 21790,https://www.federalregister.gov/documents/2026/04/23/2026-07987/procedures-for-submissions-by-certain-steel-and-aluminum-producers-committing-to-new-us-steel-or,"Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2026_rev_7,2026-04-29,2026-04-29,NA,Notice of Technical Corrections to the Harmonized Tariff Schedule of the United States for Duties Imposed by Presidential Proclamation 11021 (91 Fed. Reg. 23056),NA,NA,statistical_or_technical,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list,Notice of Technical Corrections to the Harmonized Tariff Schedule of the United States for Duties Imposed by Presidential Proclamation 11021,91 Fed. Reg. 23056,https://www.federalregister.gov/documents/2026/04/29/2026-08297/notice-of-technical-corrections-to-the-harmonized-tariff-schedule-of-the-united-states-for-duties,"Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2026_rev_8,2026-05-22,2026-05-22,NA,To Implement Certain Provisions in the Consolidated Appropriations Act and for Other Purposes (91 Fed. Reg. 30469) Amending the Procedures to Administer Import Adjustment Offset Amounts for Certain Imports of Automobile Parts Under Proclamation 10908. To Include Medium- and Heavy-Duty Vehicle Parts (91 Fed. Reg. 27914),NA,NA,other_hts_policy_and_section_232_autos,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list,"To Implement Certain Provisions in the Consolidated Appropriations Act and for Other Purposes | Procedures To Administer Import Adjustment Offset Amounts for Certain Imports of Automobile Parts Under Proclamation 10908, as Amended",91 Fed. Reg. 30469 | 91 Fed. Reg. 27914,https://www.federalregister.gov/documents/2026/05/22/2026-10398/to-implement-certain-provisions-in-the-consolidated-appropriations-act-2026-and-for-other-purposes | https://www.federalregister.gov/documents/2026/05/15/2026-09782/amending-the-procedures-to-administer-import-adjustment-offset-amounts-for-certain-imports-of,Restored 2026-06-18 (previously excluded as editorial-only; in fact substantive). Consolidated Appropriations Act conforming changes + Section 232 auto-parts Import Adjustment Offset extended to medium/heavy-duty vehicle parts (Proclamation 10908). effective_date 2026-05-22 = USITC HTS publication (releaseStartDate). Archive-driven from USITC HTS archive Modification Source(s).
2026_rev_9,2026-05-28,2026-05-01,NA,Implementing Certain Tariff-Related Elements of a Trade and Security Agreement Between the American Institute in Taiwan and the Taipei Economic and Cultural Representative Office in the United States (91 Fed. Reg. 31818). Taiwan added to 15% floor structure; legally retroactive to May 1 per change record (dated May 1 here).,NA,NA,country_deal_taiwan,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list,Implementing Certain Tariff-Related Elements of a Trade and Security Agreement Between the American Institute in Taiwan and the Taipei Economic and Cultural Representative Office in the United States,91 Fed. Reg. 31818,https://www.federalregister.gov/documents/2026/05/28/2026-10571/implementing-certain-tariff-related-elements-of-a-trade-and-security-agreement-between-the-american,"Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2026_rev_10,2026-06-08,2026-06-08,NA,"232 metals-annex expansion (PP 11032; eff. Jun 8): rate lines 9903.82.20-.26, new annex subdivisions 16(c)(xi)/16(j)/16(k), modified copper/alu exemption headings. PP 11032 effective on publication, no retro window — publication date = policy date, confirmed against the 2026HTSRev10 change record (scripts/audit_revision_dates.R).",NA,NA,section_232_metals,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list,"Further Adjusting the Tariff Regimes for Imports of Aluminum, Steel, and Copper Into the United States",91 Fed. Reg. 34085,https://www.federalregister.gov/documents/2026/06/04/2026-11314/further-adjusting-the-tariff-regimes-for-imports-of-aluminum-steel-and-copper-into-the-united-states,"Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2026_rev_11,2026-07-01,2026-07-01,NA,Changes approved by the Committee for Statistical Annotation of Tariff Schedules (formulated pursuant to section 484(f) Tariff Act of 1930 as amended) (484(f)),NA,FALSE,statistical_or_technical,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list,"Changes approved by the Committee for Statistical Annotation of Tariff Schedules (formulated pursuant to section 484(f), Tariff Act of 1930, as amended)",484(f),https://www.usitc.gov/harmonized_tariff_information/484_f_committee,"Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2026_rev_12,2026-07-21,2026-07-21,NA,"Section 301 Brazil final action codified (USTR FR Doc 2026-14542, 91 FR 45516; duties effective 2026-07-22): 9 new ch99 headings 9903.05.01-.09 under U.S. note 50, 25% on all products of Brazil except the note-50 exclusion lists.",NA,FALSE,section_301_brazil,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list,"Notice of Action: Brazil's Acts, Policies, and Practices Related to Digital Trade and Electronic Payment Services; Unfair, Preferential Tariffs; Anti-Corruption Enforcement; Intellectual Property Protection; Ethanol Market Access; and Illegal Deforestation",91 Fed. Reg. 45516,https://www.federalregister.gov/documents/2026/07/20/2026-14542/notice-of-action-brazils-acts-policies-and-practices-related-to-digital-trade-and-electronic-payment,"effective_date/policy_effective_date = 2026-07-21 = USITC HTS publication. The Brazil duty is legally effective 2026-07-22, i.e. one day INSIDE this revision interval, so it is applied via the activation-gating mechanism (collect_activation_adjustments / SECTION_301_BRAZIL) rather than at the revision boundary. The rev_12 USITC change record was not retrievable (endpoint returned HTTP 503); publication date used, consistent with upstream."
2026_rev_13,2026-07-28,2026-07-24,NA,"Section 301 forced-labor final action against 60 economies (91 FR 47318 USTR notice / 91 FR 47717 presidential document; effective 2026-07-24): U.S. note 52(a)-(k) and headings 9903.05.20-9903.06.21 established, 10%/12.5% additional ad valorem per economy on all products, with Annex I/II exclusions.",NA,FALSE,section_301_forced_labor,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list,"Notice of Actions in Section 301 Investigations of Acts, Policies, and Practices of Various Economies Related to the Failure of Each Economy To Impose and Effectively Enforce a Prohibition on the Importation of Goods Produced With Forced Labor | Actions by the United States in the Investigations Under Section 301 of the Trade Act of 1974 of the Acts, Policies, and Practices of 60 Economies Related to the Failure of Each Economy To Impose and Effectively Enforce a Prohibition on the Importation of Goods Produced With Forced Labor",91 Fed. Reg. 47318 | 91 Fed. Reg. 47717,https://www.federalregister.gov/documents/2026/07/28/2026-15181/notice-of-actions-in-section-301-investigations-of-acts-policies-and-practices-of-various-economies | https://www.federalregister.gov/documents/2026/07/28/2026-15274/actions-by-the-united-states-in-the-investigations-under-section-301-of-the-trade-act-of-1974-of-the,policy_effective_date 2026-07-24 is the effective date the 2026HTSRev13 USITC change record assigns to EVERY established item (note 52(a)-(k) and all of 9903.05.20-9903.06.21); effective_date 2026-07-28 is the HTS publication date. Re-dated from 2026-07-28 so the duty turn-on lands on a revision boundary. NOT modeled: the in-transit window (heading 9903.05.85 — loaded before 12:01 a.m. ET 2026-07-24 and entered before 12:01 a.m. ET 2026-07-28).
2026_rev_14,2026-07-31,2026-07-31,NA,"Notice of Actions in Section 301 Investigations of Acts, Policies, and Practices of Various Economies Related to the Failure of Each Economy To Impose and Effectively Enforce a Prohibition on the Importation of Goods Produced With Forced Labor (91 Fed. Reg. 47318) Notice of Action: Brazil's Acts, Policies, and Practices Related to Digital Trade and Electronic Payment Services; Unfair, Preferential Tariffs; Anti-Corruption Enforcement; Intellectual Property Protection; Ethanol Market Access; & Illegal Deforestation (91 Fed. Reg. 45516) Adjusting Imports of Pharmaceuticals and Pharmaceutical Ingredients Into the United States (91 Fed. Reg. 18183)",NA,FALSE,section_232_pharmaceuticals_and_section_301_brazil_and_section_301_forced_labor,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list,"Notice of Actions in Section 301 Investigations of Acts, Policies, and Practices of Various Economies Related to the Failure of Each Economy To Impose and Effectively Enforce a Prohibition on the Importation of Goods Produced With Forced Labor | Notice of Action: Brazil's Acts, Policies, and Practices Related to Digital Trade and Electronic Payment Services; Unfair, Preferential Tariffs; Anti-Corruption Enforcement; Intellectual Property Protection; Ethanol Market Access; & Illegal Deforestation | Adjusting Imports of Pharmaceuticals and Pharmaceutical Ingredients Into the United States",91 Fed. Reg. 47318 | 91 Fed. Reg. 45516 | 91 Fed. Reg. 18183,https://www.federalregister.gov/documents/2026/07/28/2026-15181/notice-of-actions-in-section-301-investigations-of-acts-policies-and-practices-of-various-economies | https://www.federalregister.gov/documents/2026/07/20/2026-14542/notice-of-action-brazils-acts-policies-and-practices-related-to-digital-trade-and-electronic-payment | https://www.federalregister.gov/documents/2026/04/09/2026-06956/adjusting-imports-of-pharmaceuticals-and-pharmaceutical-ingredients-into-the-united-states,"Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2026_rev_15,2026-08-03,2026-08-03,NA,Notice of Reduction of Tariffs on Patented Pharmaceuticals and Pharmaceutical Ingredients for Products of the United Kingdom Implemented by Presidential Proclamation 11020 (91 Fed. Reg. 49406),NA,FALSE,country_deal_uk_and_section_232_pharmaceuticals,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list,Notice of Reduction of Tariffs on Patented Pharmaceuticals and Pharmaceutical Ingredients for Products of the United Kingdom Implemented by Presidential Proclamation 11020,91 Fed. Reg. 49406,https://www.federalregister.gov/documents/2026/08/04/2026-15799/notice-of-reduction-of-tariffs-on-patented-pharmaceuticals-and-pharmaceutical-ingredients-for,"Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
2026_rev_16,2026-08-14,2026-08-14,NA,"To Facilitate Positive Adjustment to Competition from Imports of Quartz Surface Products (91 Fed. Reg. 50645). Changes approved by the Committee for Statistical Annotation of Tariff Schedules (formulated pursuant to section 484(f), Tariff Act of 1930, as amended) (484(f))",NA,FALSE,section_201_safeguard_and_statistical_or_technical,https://www.usitc.gov/harmonized_tariff_information/hts/archive/list,"To Facilitate Positive Adjustment to Competition from Imports of Quartz Surface Products | Changes approved by the Committee for Statistical Annotation of Tariff Schedules (formulated pursuant to section 484(f), Tariff Act of 1930, as amended)",91 Fed. Reg. 50645 | 484(f),https://www.federalregister.gov/documents/2026/08/05/2026-15975/to-facilitate-positive-adjustment-to-competition-from-imports-of-quartz-surface-products | https://www.usitc.gov/harmonized_tariff_information/484_f_committee,"Archive-driven from USITC HTS archive Modification Source(s). Use links to validate legal authority, effective dates, and Chapter 99 text."
